"City";"Year";"Formal Jobs";"Jobs in Agriculture";"Jobs in Industry";"Jobs in Construction";"Jobs in Retail";"Jobs in Service";"Share of Agricultural Jobs";"Share of Industry Jobs";"Share of Construction Jobs";"Share of Retail Jobs";"Share of Service Jobs";"Cód. IBGE"
"Santa Gertrudes";"2014";"7686";"31";"5160";"12";"791";"1692";"0,4";"67,14";"0,16";"10,29";"22,01";3546702
"Santa Gertrudes";"2015";"7821";"19";"5268";"45";"807";"1682";"0,24";"67,36";"0,58";"10,32";"21,51";3546702
"Santa Gertrudes";"2016";"7315";"24";"4782";"18";"793";"1698";"0,33";"65,37";"0,25";"10,84";"23,21";3546702
"Santa Isabel";"2012";"10905";"302";"3530";"912";"2244";"3917";"2,77";"32,37";"8,36";"20,58";"35,92";3546801
"Santa Isabel";"2013";"11077";"313";"3186";"682";"2430";"4466";"2,83";"28,76";"6,16";"21,94";"40,32";3546801
"Santa Isabel";"2014";"11312";"302";"3038";"802";"2603";"4567";"2,67";"26,86";"7,09";"23,01";"40,37";3546801
"Santa Isabel";"2015";"10747";"343";"2640";"528";"2641";"4595";"3,19";"24,56";"4,91";"24,57";"42,76";3546801
"Santa Isabel";"2016";"10635";"334";"2607";"518";"2729";"4447";"3,14";"24,51";"4,87";"25,66";"41,81";3546801
"Santa Lúcia";"2012";"706";"103";"34";"54";"95";"420";"14,59";"4,82";"7,65";"13,46";"59,49";3546900
"Santa Lúcia";"2013";"855";"82";"51";"56";"98";"568";"9,59";"5,96";"6,55";"11,46";"66,43";3546900
"Santa Lúcia";"2014";"650";"93";"41";"31";"100";"385";"14,31";"6,31";"4,77";"15,38";"59,23";3546900
"Santa Lúcia";"2015";"626";"151";"42";"10";"94";"329";"24,12";"6,71";"1,6";"15,02";"52,56";3546900
"Santa Lúcia";"2016";"639";"138";"24";"32";"91";"354";"21,6";"3,76";"5,01";"14,24";"55,4";3546900
"Santa Maria da Serra";"2012";"1230";"112";"469";"5";"251";"393";"9,11";"38,13";"0,41";"20,41";"31,95";3547007
"Santa Maria da Serra";"2013";"1245";"92";"527";"3";"224";"399";"7,39";"42,33";"0,24";"17,99";"32,05";3547007
"Santa Maria da Serra";"2014";"1162";"120";"472";"6";"191";"373";"10,33";"40,62";"0,52";"16,44";"32,1";3547007
"Santa Maria da Serra";"2015";"1070";"143";"362";"1";"204";"360";"13,36";"33,83";"0,09";"19,07";"33,64";3547007
"Santa Maria da Serra";"2016";"981";"134";"299";"1";"185";"362";"13,66";"30,48";"0,1";"18,86";"36,9";3547007
"Santa Mercedes";"2012";"625";"279";"75";"x";"31";"239";"44,64";"12";"0,16";"4,96";"38,24";3547106
"Santa Mercedes";"2013";"524";"181";"36";"-";"52";"255";"34,54";"6,87";"-";"9,92";"48,66";3547106
"Santa Mercedes";"2014";"484";"156";"33";"1";"44";"250";"32,23";"6,82";"0,21";"9,09";"51,65";3547106
"Santa Mercedes";"2015";"440";"108";"28";"13";"44";"247";"24,55";"6,36";"2,95";"10";"56,14";3547106
"Santa Mercedes";"2016";"393";"93";"35";"-";"46";"219";"23,66";"8,91";"-";"11,7";"55,73";3547106
"Santa Rita d'Oeste";"2012";"320";"34";"15";"-";"34";"237";"10,63";"4,69";"-";"10,63";"74,06";3547403
"Santa Rita d'Oeste";"2013";"349";"32";"35";"-";"35";"247";"9,17";"10,03";"-";"10,03";"70,77";3547403
"Santa Rita d'Oeste";"2014";"382";"45";"41";"-";"44";"252";"11,78";"10,73";"-";"11,52";"65,97";3547403
"Santa Rita d'Oeste";"2015";"463";"47";"115";"-";"53";"248";"10,15";"24,84";"-";"11,45";"53,56";3547403
"Santa Rita d'Oeste";"2016";"374";"46";"33";"-";"44";"251";"12,3";"8,82";"-";"11,76";"67,11";3547403
"Santa Rita do Passa Quatro";"2012";"6134";"543";"2092";"77";"1270";"2152";"8,85";"34,1";"1,26";"20,7";"35,08";3547502
"Santa Rita do Passa Quatro";"2013";"6003";"491";"1753";"62";"1351";"2346";"8,18";"29,2";"1,03";"22,51";"39,08";3547502
"Santa Rita do Passa Quatro";"2014";"5345";"610";"999";"55";"1342";"2339";"11,41";"18,69";"1,03";"25,11";"43,76";3547502
"Santa Rita do Passa Quatro";"2015";"5186";"641";"1025";"41";"1310";"2169";"12,36";"19,76";"0,79";"25,26";"41,82";3547502
"Santa Rita do Passa Quatro";"2016";"5345";"515";"1360";"46";"1247";"2177";"9,64";"25,44";"0,86";"23,33";"40,73";3547502
"Santa Rosa de Viterbo";"2012";"5201";"283";"2127";"41";"1033";"1717";"5,44";"40,9";"0,79";"19,86";"33,01";3547601
"Santa Rosa de Viterbo";"2013";"5172";"270";"1894";"54";"1073";"1881";"5,22";"36,62";"1,04";"20,75";"36,37";3547601
"Santa Rosa de Viterbo";"2014";"4841";"194";"1552";"95";"1046";"1954";"4,01";"32,06";"1,96";"21,61";"40,36";3547601
"Santa Rosa de Viterbo";"2015";"4468";"184";"1206";"72";"1037";"1969";"4,12";"26,99";"1,61";"23,21";"44,07";3547601
"Santa Rosa de Viterbo";"2016";"4164";"185";"1110";"72";"989";"1808";"4,44";"26,66";"1,73";"23,75";"43,42";3547601
"Santa Salete";"2012";"214";"25";"-";"-";"31";"158";"11,68";"-";"-";"14,49";"73,83";3547650
"Santa Salete";"2013";"229";"21";"x";"-";"39";"168";"9,17";"0,44";"-";"17,03";"73,36";3547650
"Santa Salete";"2014";"227";"20";"1";"3";"34";"169";"8,81";"0,44";"1,32";"14,98";"74,45";3547650
"Santa Salete";"2015";"224";"26";"1";"1";"33";"163";"11,61";"0,45";"0,45";"14,73";"72,77";3547650
"Santa Salete";"2016";"222";"24";"1";"-";"47";"150";"10,81";"0,45";"-";"21,17";"67,57";3547650
"Santana da Ponte Pensa";"2012";"255";"61";"14";"x";"12";"168";"23,92";"5,49";"-";"4,71";"65,88";3547205
"Santana da Ponte Pensa";"2013";"277";"56";"7";"-";"11";"203";"20,22";"2,53";"-";"3,97";"73,29";3547205
"Santana da Ponte Pensa";"2014";"247";"47";"6";"4";"13";"177";"19,03";"2,43";"1,62";"5,26";"71,66";3547205
"Santana da Ponte Pensa";"2015";"229";"43";"4";"-";"13";"169";"18,78";"1,75";"-";"5,68";"73,8";3547205
"Santana da Ponte Pensa";"2016";"254";"52";"11";"2";"9";"180";"20,47";"4,33";"0,79";"3,54";"70,87";3547205
"Santana de Parnaíba";"2012";"63389";"111";"11188";"3173";"8356";"40561";"0,18";"17,65";"5,01";"13,18";"63,99";3547304
"Santana de Parnaíba";"2013";"63476";"50";"12455";"2932";"8816";"39223";"0,08";"19,62";"4,62";"13,89";"61,79";3547304
"Santana de Parnaíba";"2014";"66771";"37";"12285";"2942";"8107";"43400";"0,06";"18,4";"4,41";"12,14";"65";3547304
"Santana de Parnaíba";"2015";"61307";"23";"11891";"2825";"8021";"38547";"0,04";"19,4";"4,61";"13,08";"62,88";3547304
"Santana de Parnaíba";"2016";"59061";"80";"11459";"2365";"7409";"37748";"0,14";"19,4";"4";"12,54";"63,91";3547304
"Santo Anastácio";"2012";"3271";"516";"582";"7";"823";"1343";"15,77";"17,79";"0,21";"25,16";"41,06";3547700
"Santo Anastácio";"2013";"3149";"478";"430";"3";"846";"1392";"15,18";"13,66";"0,1";"26,87";"44,2";3547700
"Santo Anastácio";"2014";"3229";"465";"467";"6";"844";"1447";"14,4";"14,46";"0,19";"26,14";"44,81";3547700
"Santo Anastácio";"2015";"3407";"485";"438";"15";"867";"1602";"14,24";"12,86";"0,44";"25,45";"47,02";3547700
"Santo Anastácio";"2016";"3257";"452";"423";"36";"885";"1461";"13,88";"12,99";"1,11";"27,17";"44,86";3547700
"Santo André";"2012";"205351";"9";"32238";"8892";"41402";"122810";"0";"15,7";"4,33";"20,16";"59,8";3547809
"Santo André";"2013";"215122";"16";"33561";"9731";"43111";"128703";"0,01";"15,6";"4,52";"20,04";"59,83";3547809
"Santo André";"2014";"215750";"21";"32239";"9386";"44217";"129887";"0,01";"14,94";"4,35";"20,49";"60,2";3547809
"Santo André";"2015";"207327";"19";"26106";"8610";"43394";"129198";"0,01";"12,59";"4,15";"20,93";"62,32";3547809
"Santo André";"2016";"195125";"17";"23520";"7411";"40977";"123200";"0,01";"12,05";"3,8";"21";"63,14";3547809
"Santo Antônio da Alegria";"2012";"1062";"348";"99";"13";"177";"425";"32,77";"9,32";"1,22";"16,67";"40,02";3547908
"Santo Antônio da Alegria";"2013";"1042";"308";"140";"x";"192";"397";"29,56";"13,44";"0,48";"18,43";"38,1";3547908
"Santo Antônio da Alegria";"2014";"1079";"335";"141";"6";"183";"414";"31,05";"13,07";"0,56";"16,96";"38,37";3547908
"Santo Antônio da Alegria";"2015";"1036";"315";"113";"11";"178";"419";"30,41";"10,91";"1,06";"17,18";"40,44";3547908
"Santo Antônio da Alegria";"2016";"1075";"342";"105";"13";"198";"417";"31,81";"9,77";"1,21";"18,42";"38,79";3547908
"Santo Antônio de Posse";"2012";"7168";"1085";"1887";"96";"1568";"2532";"15,14";"26,33";"1,34";"21,88";"35,32";3548005
"Santo Antônio de Posse";"2013";"7857";"1112";"1998";"94";"2018";"2635";"14,15";"25,43";"1,2";"25,68";"33,54";3548005
"Santo Antônio de Posse";"2014";"7921";"1106";"1768";"189";"1778";"3080";"13,96";"22,32";"2,39";"22,45";"38,88";3548005
"Santo Antônio de Posse";"2015";"7874";"1114";"1500";"704";"1843";"2713";"14,15";"19,05";"8,94";"23,41";"34,46";3548005
"Santo Antônio de Posse";"2016";"7705";"1210";"1439";"565";"1832";"2659";"15,7";"18,68";"7,33";"23,78";"34,51";3548005
"Santo Antônio do Aracanguá";"2012";"3521";"1996";"515";"2";"273";"735";"56,69";"14,63";"0,06";"7,75";"20,87";3548054
"Santo Antônio do Aracanguá";"2013";"3280";"1756";"695";"3";"124";"702";"53,54";"21,19";"0,09";"3,78";"21,4";3548054
"Santo Antônio do Aracanguá";"2014";"2159";"807";"546";"3";"118";"685";"37,38";"25,29";"0,14";"5,47";"31,73";3548054
"Santo Antônio do Aracanguá";"2015";"1834";"520";"464";"5";"170";"675";"28,35";"25,3";"0,27";"9,27";"36,8";3548054
"Santo Antônio do Aracanguá";"2016";"1766";"572";"386";"5";"180";"623";"32,39";"21,86";"0,28";"10,19";"35,28";3548054
"Santo Antônio do Jardim";"2012";"1280";"409";"358";"14";"237";"262";"31,95";"27,97";"1,09";"18,52";"20,47";3548104
"Santo Antônio do Jardim";"2013";"1343";"421";"369";"x";"231";"316";"31,35";"27,48";"0,45";"17,2";"23,53";3548104
"Santo Antônio do Jardim";"2014";"1379";"404";"361";"24";"252";"338";"29,3";"26,18";"1,74";"18,27";"24,51";3548104
"Santo Antônio do Jardim";"2015";"1330";"370";"337";"49";"239";"335";"27,82";"25,34";"3,68";"17,97";"25,19";3548104
"Santo Antônio do Jardim";"2016";"1266";"394";"273";"57";"233";"309";"31,12";"21,56";"4,5";"18,4";"24,41";3548104
"Santo Antônio do Pinhal";"2012";"1040";"149";"58";"5";"186";"642";"14,33";"5,58";"0,48";"17,88";"61,73";3548203
"Santo Antônio do Pinhal";"2013";"1067";"157";"62";"6";"193";"649";"14,71";"5,81";"0,56";"18,09";"60,82";3548203
"Santo Antônio do Pinhal";"2014";"1134";"145";"51";"35";"188";"715";"12,79";"4,5";"3,09";"16,58";"63,05";3548203
"Santo Antônio do Pinhal";"2015";"1086";"134";"41";"17";"203";"691";"12,34";"3,78";"1,57";"18,69";"63,63";3548203
"Santo Antônio do Pinhal";"2016";"1161";"127";"51";"26";"234";"723";"10,94";"4,39";"2,24";"20,16";"62,27";3548203
"Santo Expedito";"2012";"319";"19";"x";"x";"24";"270";"5,96";"1,25";"0,63";"7,52";"84,64";3548302
"Santo Expedito";"2013";"324";"22";"x";"15";"13";"271";"6,79";"0,93";"4,63";"4,01";"83,64";3548302
"Santo Expedito";"2014";"348";"24";"3";"22";"26";"273";"6,9";"0,86";"6,32";"7,47";"78,45";3548302
"Santo Expedito";"2015";"382";"32";"4";"6";"31";"309";"8,38";"1,05";"1,57";"8,12";"80,89";3548302
"Santo Expedito";"2016";"336";"26";"3";"7";"33";"267";"7,74";"0,89";"2,08";"9,82";"79,46";3548302
"Santópolis do Aguapeí";"2012";"549";"97";"74";"-";"110";"268";"17,67";"13,48";"-";"20,04";"48,82";3548401
"Santópolis do Aguapeí";"2013";"564";"113";"55";"-";"94";"302";"20,04";"9,75";"-";"16,67";"53,55";3548401
"Santópolis do Aguapeí";"2014";"554";"112";"42";"-";"102";"298";"20,22";"7,58";"-";"18,41";"53,79";3548401
"Santópolis do Aguapeí";"2015";"590";"107";"116";"-";"88";"279";"18,14";"19,66";"-";"14,92";"47,29";3548401
"Santópolis do Aguapeí";"2016";"492";"121";"24";"1";"83";"263";"24,59";"4,88";"0,2";"16,87";"53,46";3548401
"Santos";"2012";"186482";"382";"7610";"8985";"32310";"137195";"0,2";"4,08";"4,82";"17,33";"73,57";3548500
"Santos";"2013";"189731";"386";"7086";"8568";"32824";"140867";"0,2";"3,73";"4,52";"17,3";"74,25";3548500
"Santos";"2014";"192494";"388";"7790";"8745";"32835";"142736";"0,2";"4,05";"4,54";"17,06";"74,15";3548500
"Santos";"2015";"181262";"320";"7981";"7816";"30803";"134342";"0,18";"4,4";"4,31";"16,99";"74,11";3548500
"Santos";"2016";"174988";"310";"8374";"6879";"29760";"129665";"0,18";"4,79";"3,93";"17,01";"74,1";3548500
"São Bento do Sapucaí";"2012";"1202";"97";"72";"24";"310";"699";"8,07";"5,99";"2";"25,79";"58,15";3548609
"São Bento do Sapucaí";"2013";"1323";"104";"81";"33";"357";"748";"7,86";"6,12";"2,49";"26,98";"56,54";3548609
"São Bento do Sapucaí";"2014";"1356";"111";"80";"33";"366";"766";"8,19";"5,9";"2,43";"26,99";"56,49";3548609
"São Bento do Sapucaí";"2015";"1592";"115";"68";"34";"525";"850";"7,22";"4,27";"2,14";"32,98";"53,39";3548609
"São Bento do Sapucaí";"2016";"1532";"128";"61";"31";"524";"788";"8,36";"3,98";"2,02";"34,2";"51,44";3548609
"São Bernardo do Campo";"2012";"277574";"34";"88842";"11041";"44296";"133361";"0,01";"32,01";"3,98";"15,96";"48,05";3548708
"São Bernardo do Campo";"2013";"292028";"37";"98836";"12659";"44562";"135934";"0,01";"33,84";"4,33";"15,26";"46,55";3548708
"São Bernardo do Campo";"2014";"287065";"35";"92436";"11340";"45066";"138188";"0,01";"32,2";"3,95";"15,7";"48,14";3548708
"São Bernardo do Campo";"2015";"273721";"30";"84451";"8769";"45505";"134966";"0,01";"30,85";"3,2";"16,62";"49,31";3548708
"São Bernardo do Campo";"2016";"252289";"34";"75019";"8082";"44086";"125068";"0,01";"29,74";"3,2";"17,47";"49,57";3548708
"São Caetano do Sul";"2012";"119514";"8";"25295";"10784";"18250";"65177";"0,01";"21,16";"9,02";"15,27";"54,54";3548807
"São Caetano do Sul";"2013";"113079";"12";"24782";"11176";"17845";"59264";"0,01";"21,92";"9,88";"15,78";"52,41";3548807
"São Caetano do Sul";"2014";"112826";"9";"22793";"11339";"18006";"60679";"0,01";"20,2";"10,05";"15,96";"53,78";3548807
"São Caetano do Sul";"2015";"109409";"8";"20347";"11076";"17418";"60560";"0,01";"18,6";"10,12";"15,92";"55,35";3548807
"São Caetano do Sul";"2016";"101509";"9";"19536";"10354";"16956";"54654";"0,01";"19,25";"10,2";"16,7";"53,84";3548807
"São Carlos";"2012";"75243";"2292";"19752";"3367";"14634";"35198";"3,05";"26,25";"4,47";"19,45";"46,78";3548906
"São Carlos";"2013";"76892";"2574";"20391";"3378";"14939";"35610";"3,35";"26,52";"4,39";"19,43";"46,31";3548906
"São Carlos";"2014";"77643";"2610";"20053";"3940";"14815";"36225";"3,36";"25,83";"5,07";"19,08";"46,66";3548906
"São Carlos";"2015";"74746";"2739";"19003";"3097";"15366";"34541";"3,66";"25,42";"4,14";"20,56";"46,21";3548906
"São Carlos";"2016";"73841";"2136";"18190";"3003";"14862";"35650";"2,89";"24,63";"4,07";"20,13";"48,28";3548906
"São Francisco";"2012";"215";"16";"10";"x";"21";"167";"7,44";"4,65";"0,47";"9,77";"77,67";3549003
"São Francisco";"2013";"237";"17";"9";"-";"36";"175";"7,17";"3,8";"-";"15,19";"73,84";3549003
"São Francisco";"2014";"228";"26";"8";"-";"37";"157";"11,4";"3,51";"-";"16,23";"68,86";3549003
"São Francisco";"2015";"245";"34";"6";"-";"33";"172";"13,88";"2,45";"-";"13,47";"70,2";3549003
"São Francisco";"2016";"242";"14";"6";"-";"40";"182";"5,79";"2,48";"-";"16,53";"75,21";3549003
"São João da Boa Vista";"2012";"23864";"2689";"5606";"561";"6636";"8372";"11,27";"23,49";"2,35";"27,81";"35,08";3549102
"São João da Boa Vista";"2013";"25138";"2570";"5740";"706";"6962";"9160";"10,22";"22,83";"2,81";"27,7";"36,44";3549102
"São João da Boa Vista";"2014";"24876";"2372";"5456";"697";"6960";"9391";"9,54";"21,93";"2,8";"27,98";"37,75";3549102
"São João da Boa Vista";"2015";"24235";"2117";"4783";"606";"6727";"10002";"8,74";"19,74";"2,5";"27,76";"41,27";3549102
"São João da Boa Vista";"2016";"23904";"2214";"4534";"575";"6639";"9942";"9,26";"18,97";"2,41";"27,77";"41,59";3549102
"São João das Duas Pontes";"2012";"231";"41";"x";"-";"20";"168";"17,75";"0,87";"-";"8,66";"72,73";3549201
"São João das Duas Pontes";"2013";"240";"40";"x";"-";"33";"165";"16,67";"0,83";"-";"13,75";"68,75";3549201
"São João das Duas Pontes";"2014";"244";"43";"5";"4";"33";"159";"17,62";"2,05";"1,64";"13,52";"65,16";3549201
"São João das Duas Pontes";"2015";"269";"42";"4";"9";"35";"179";"15,61";"1,49";"3,35";"13,01";"66,54";3549201
"São João das Duas Pontes";"2016";"274";"47";"5";"12";"33";"177";"17,15";"1,82";"4,38";"12,04";"64,6";3549201
"São João de Iracema";"2012";"291";"41";"-";"-";"19";"231";"14,09";"-";"-";"6,53";"79,38";3549250
"São João de Iracema";"2013";"286";"41";"-";"-";"21";"224";"14,34";"-";"-";"7,34";"78,32";3549250
"São João de Iracema";"2014";"271";"43";"-";"-";"27";"201";"15,87";"-";"-";"9,96";"74,17";3549250
"São João de Iracema";"2015";"296";"46";"-";"-";"21";"229";"15,54";"-";"-";"7,09";"77,36";3549250
"São João de Iracema";"2016";"282";"41";"-";"-";"21";"220";"14,54";"-";"-";"7,45";"78,01";3549250
"São João do Pau d'Alho";"2012";"232";"23";"x";"-";"21";"187";"9,91";"0,43";"-";"9,05";"80,6";3549300
"São João do Pau d'Alho";"2013";"226";"21";"2";"-";"17";"186";"9,29";"0,88";"-";"7,52";"82,3";3549300
"São João do Pau d'Alho";"2014";"227";"22";"11";"-";"15";"179";"9,69";"4,85";"-";"6,61";"78,85";3549300
"São João do Pau d'Alho";"2015";"233";"17";"13";"-";"27";"176";"7,3";"5,58";"-";"11,59";"75,54";3549300
"São João do Pau d'Alho";"2016";"229";"18";"9";"-";"29";"173";"7,86";"3,93";"-";"12,66";"75,55";3549300
"São Joaquim da Barra";"2012";"12033";"436";"5817";"344";"2480";"2956";"3,62";"48,34";"2,86";"20,61";"24,57";3549409
"São Joaquim da Barra";"2013";"12566";"313";"6170";"207";"2635";"3241";"2,49";"49,1";"1,65";"20,97";"25,79";3549409
"São Joaquim da Barra";"2014";"12528";"259";"6053";"252";"2600";"3364";"2,07";"48,32";"2,01";"20,75";"26,85";3549409
"São Joaquim da Barra";"2015";"12165";"235";"5773";"216";"2546";"3395";"1,93";"47,46";"1,78";"20,93";"27,91";3549409
"São Joaquim da Barra";"2016";"11457";"279";"5203";"168";"2470";"3337";"2,44";"45,41";"1,47";"21,56";"29,13";3549409
"São José da Bela Vista";"2012";"722";"219";"11";"x";"128";"364";"30,33";"1,52";"-";"17,73";"50,42";3549508
"São José da Bela Vista";"2013";"792";"184";"x";"-";"144";"461";"23,23";"0,38";"-";"18,18";"58,21";3549508
"São José da Bela Vista";"2014";"865";"186";"47";"-";"156";"476";"21,5";"5,43";"-";"18,03";"55,03";3549508
"São José da Bela Vista";"2015";"939";"213";"89";"-";"151";"486";"22,68";"9,48";"-";"16,08";"51,76";3549508
"São José da Bela Vista";"2016";"844";"224";"52";"-";"151";"417";"26,54";"6,16";"-";"17,89";"49,41";3549508
"São José do Barreiro";"2012";"490";"105";"27";"7";"29";"322";"21,43";"5,51";"1,43";"5,92";"65,71";3549607
"São José do Barreiro";"2013";"505";"113";"28";"11";"33";"320";"22,38";"5,54";"2,18";"6,53";"63,37";3549607
"São José do Barreiro";"2014";"512";"111";"29";"7";"28";"337";"21,68";"5,66";"1,37";"5,47";"65,82";3549607
"São José do Barreiro";"2015";"517";"122";"34";"7";"31";"323";"23,6";"6,58";"1,35";"6";"62,48";3549607
"São José do Barreiro";"2016";"502";"122";"36";"8";"33";"303";"24,3";"7,17";"1,59";"6,57";"60,36";3549607
"São José do Rio Pardo";"2012";"14468";"1278";"3173";"998";"3978";"5041";"8,83";"21,93";"6,9";"27,5";"34,84";3549706
"São José do Rio Pardo";"2013";"15204";"1205";"3556";"1247";"3942";"5254";"7,93";"23,39";"8,2";"25,93";"34,56";3549706
"São José do Rio Pardo";"2014";"15638";"1189";"3422";"1526";"4077";"5424";"7,6";"21,88";"9,76";"26,07";"34,68";3549706
"São José do Rio Pardo";"2015";"15571";"1224";"3375";"1582";"3980";"5410";"7,86";"21,67";"10,16";"25,56";"34,74";3549706
"São José do Rio Pardo";"2016";"15112";"1135";"3366";"1296";"3918";"5397";"7,51";"22,27";"8,58";"25,93";"35,71";3549706
"São José do Rio Preto";"2012";"137363";"913";"22145";"9787";"39303";"65215";"0,66";"16,12";"7,12";"28,61";"47,48";3549805
"São José do Rio Preto";"2013";"140718";"914";"22615";"10569";"40128";"66492";"0,65";"16,07";"7,51";"28,52";"47,25";3549805
"São José do Rio Preto";"2014";"143969";"822";"22124";"11566";"40741";"68716";"0,57";"15,37";"8,03";"28,3";"47,73";3549805
"São José do Rio Preto";"2015";"138789";"631";"19684";"8312";"39535";"70627";"0,45";"14,18";"5,99";"28,49";"50,89";3549805
"São José do Rio Preto";"2016";"132787";"631";"18610";"7265";"37979";"68302";"0,48";"14,01";"5,47";"28,6";"51,44";3549805
"São José dos Campos";"2012";"209007";"967";"45537";"12647";"40655";"109201";"0,46";"21,79";"6,05";"19,45";"52,25";3549904
"São José dos Campos";"2013";"211462";"782";"44646";"12972";"40930";"112132";"0,37";"21,11";"6,13";"19,36";"53,03";3549904
"São José dos Campos";"2014";"209777";"782";"41796";"14158";"40795";"112246";"0,37";"19,92";"6,75";"19,45";"53,51";3549904
"São José dos Campos";"2015";"201142";"674";"39795";"12654";"39128";"108891";"0,34";"19,78";"6,29";"19,45";"54,14";3549904
"São José dos Campos";"2016";"192181";"644";"36608";"10326";"38936";"105667";"0,34";"19,05";"5,37";"20,26";"54,98";3549904
"São Lourenço da Serra";"2012";"6608";"93";"457";"99";"604";"5355";"1,41";"6,92";"1,5";"9,14";"81,04";3549953
"São Lourenço da Serra";"2013";"6726";"88";"419";"304";"539";"5376";"1,31";"6,23";"4,52";"8,01";"79,93";3549953
"São Lourenço da Serra";"2014";"5182";"73";"248";"385";"496";"3980";"1,41";"4,79";"7,43";"9,57";"76,8";3549953
"São Lourenço da Serra";"2015";"7022";"80";"202";"378";"491";"5871";"1,14";"2,88";"5,38";"6,99";"83,61";3549953
"São Lourenço da Serra";"2016";"8123";"82";"183";"130";"477";"7251";"1,01";"2,25";"1,6";"5,87";"89,27";3549953
"São Luís do Paraitinga";"2012";"1458";"312";"55";"28";"301";"762";"21,4";"3,77";"1,92";"20,64";"52,26";3550001
"São Luís do Paraitinga";"2013";"1606";"310";"122";"21";"317";"836";"19,3";"7,6";"1,31";"19,74";"52,05";3550001
"São Luís do Paraitinga";"2014";"1696";"366";"124";"13";"343";"850";"21,58";"7,31";"0,77";"20,22";"50,12";3550001
"São Luís do Paraitinga";"2015";"1741";"360";"134";"3";"364";"880";"20,68";"7,7";"0,17";"20,91";"50,55";3550001
"São Luís do Paraitinga";"2016";"1727";"360";"117";"7";"407";"836";"20,85";"6,77";"0,41";"23,57";"48,41";3550001
"São Manuel";"2012";"9339";"803";"3029";"195";"1931";"3381";"8,6";"32,43";"2,09";"20,68";"36,2";3550100
"São Manuel";"2013";"9239";"835";"2906";"216";"2150";"3132";"9,04";"31,45";"2,34";"23,27";"33,9";3550100
"São Manuel";"2014";"8775";"798";"2787";"257";"1997";"2936";"9,09";"31,76";"2,93";"22,76";"33,46";3550100
"São Manuel";"2015";"8551";"801";"2562";"194";"1985";"3009";"9,37";"29,96";"2,27";"23,21";"35,19";3550100
"São Manuel";"2016";"8499";"1013";"2531";"203";"1987";"2765";"11,92";"29,78";"2,39";"23,38";"32,53";3550100
"São Miguel Arcanjo";"2012";"4489";"1540";"478";"210";"1062";"1199";"34,31";"10,65";"4,68";"23,66";"26,71";3550209
"São Miguel Arcanjo";"2013";"4600";"1347";"474";"236";"1168";"1375";"29,28";"10,3";"5,13";"25,39";"29,89";3550209
