"Localidades";"Períodos";"Valor Adicionado Total (Em mil reais correntes)";"Valor Adicionado da Administração Pública (Em mil reais correntes)";"Valor Adicionado na Indústria (Em mil reais correntes)";"Valor Adicionado dos Serviços (Em mil reais correntes)";"Valor Adicionado da Agropecuária (Em mil reais correntes)";"Impostos sobre Produtos Líquidos de Subsídios (Em mil reais correntes)";"Participação da Administração Pública no Total do Valor Adicionado (Em %)";"Participação da Indústria no Total do Valor Adicionado (Em %)";"Participação dos Serviços no Total do Valor Adicionado (Em %)";"Participação da Agropecuária no Total do Valor Adicionado (Em %)";"Cód. IBGE"
"Mineiros do Tietê";"2015";"142159,6";"44165,76";"23947,23";"102376,77";"15835,61";"8634,09";"31,07";"16,85";"72,02";"11,14";3529807
"Mira Estrela";"2011";"31411";"11344,01";"1900,3";"22026,66";"7484,03";"1072,87";"36,11";"6,05";"70,12";"23,83";3530003
"Mira Estrela";"2012";"32856,45";"11713,16";"2080,61";"24285,82";"6490,02";"1110,9";"35,65";"6,33";"73,91";"19,75";3530003
"Mira Estrela";"2013";"38087,7";"14482,68";"2333,75";"28944,79";"6809,16";"1181,08";"38,02";"6,13";"76";"17,88";3530003
"Mira Estrela";"2014";"42344,19";"15364,91";"2315,52";"31354,78";"8673,89";"1333,28";"36,29";"5,47";"74,05";"20,48";3530003
"Mira Estrela";"2015";"44238,9";"16188,56";"2569,28";"31658,14";"10011,49";"1658,19";"36,59";"5,81";"71,56";"22,63";3530003
"Miracatu";"2011";"330078,91";"58131,09";"19094,8";"183797,45";"127186,67";"19981,79";"17,61";"5,78";"55,68";"38,53";3529906
"Miracatu";"2012";"295157,13";"63351,31";"19149,28";"202964";"73043,84";"20460,26";"21,46";"6,49";"68,76";"24,75";3529906
"Miracatu";"2013";"414378,86";"70358,8";"27149,88";"245431,57";"141797,4";"22865,63";"16,98";"6,55";"59,23";"34,22";3529906
"Miracatu";"2014";"339019,35";"74017,59";"25334,63";"258575,41";"55109,31";"27633,22";"21,83";"7,47";"76,27";"16,26";3529906
"Miracatu";"2015";"347838,95";"76937,65";"29625";"272228,04";"45985,91";"36232,33";"22,12";"8,52";"78,26";"13,22";3529906
"Mirandópolis";"2011";"378237,67";"65170,99";"80006,06";"231304,72";"66926,89";"34654,97";"17,23";"21,15";"61,15";"17,69";3530102
"Mirandópolis";"2012";"427362,36";"73121,14";"77843,83";"269708,16";"79810,36";"37168,94";"17,11";"18,21";"63,11";"18,68";3530102
"Mirandópolis";"2013";"498758,77";"87914,3";"109125,82";"312588,87";"77044,08";"46061,77";"17,63";"21,88";"62,67";"15,45";3530102
"Mirandópolis";"2014";"566703,41";"92942,09";"119937,89";"359265,91";"87499,61";"51325,43";"16,4";"21,16";"63,4";"15,44";3530102
"Mirandópolis";"2015";"514588,68";"98652,18";"76830,92";"344822,66";"92935,09";"42129,91";"19,17";"14,93";"67,01";"18,06";3530102
"Mirante do Paranapanema";"2011";"195942,13";"45004,21";"50783,69";"108242,81";"36915,63";"16753,13";"22,97";"25,92";"55,24";"18,84";3530201
"Mirante do Paranapanema";"2012";"252590,69";"48876,58";"80487,12";"131695,13";"40408,44";"25603,17";"19,35";"31,86";"52,14";"16";3530201
"Mirante do Paranapanema";"2013";"272773,67";"58152,22";"78065,6";"147373";"47335,08";"25268,34";"21,32";"28,62";"54,03";"17,35";3530201
"Mirante do Paranapanema";"2014";"330283,8";"62775,63";"89397,31";"168517,66";"72368,84";"25816,91";"19,01";"27,07";"51,02";"21,91";3530201
"Mirante do Paranapanema";"2015";"345781,28";"66334,15";"96741,05";"184866,19";"64174,04";"27778,02";"19,18";"27,98";"53,46";"18,56";3530201
"Mirassol";"2011";"959336,48";"136181,83";"325350,94";"610957,45";"23028,09";"138678,63";"14,2";"33,91";"63,69";"2,4";3530300
"Mirassol";"2012";"1109182,06";"154153,71";"371070,2";"712728,39";"25383,47";"145490,13";"13,9";"33,45";"64,26";"2,29";3530300
"Mirassol";"2013";"1261176,78";"181409,17";"401050,94";"833444,58";"26681,26";"159446,22";"14,38";"31,8";"66,08";"2,12";3530300
"Mirassol";"2014";"1378545,48";"187896,47";"444899,43";"907288,66";"26357,4";"164836,67";"13,63";"32,27";"65,81";"1,91";3530300
"Mirassol";"2015";"1380769,99";"204529,33";"377101,39";"979558,37";"24110,23";"168771,71";"14,81";"27,31";"70,94";"1,75";3530300
"Mirassolândia";"2011";"50060,14";"12923,39";"2268,03";"24967,46";"22824,65";"801,83";"25,82";"4,53";"49,87";"45,59";3530409
"Mirassolândia";"2012";"59752,48";"14558,45";"5692,21";"29160,12";"24900,15";"1192,14";"24,36";"9,53";"48,8";"41,67";3530409
"Mirassolândia";"2013";"63508,24";"16247,3";"5689,29";"32674,01";"25144,94";"1615,65";"25,58";"8,96";"51,45";"39,59";3530409
"Mirassolândia";"2014";"87216,26";"18278,54";"6359,11";"38782,53";"42074,61";"2134,49";"20,96";"7,29";"44,47";"48,24";3530409
"Mirassolândia";"2015";"69328,07";"18975,26";"5528,34";"38279,47";"25520,27";"2173,56";"27,37";"7,97";"55,21";"36,81";3530409
"Mococa";"2011";"1091539,82";"168957,62";"296931,8";"716080,86";"78527,16";"115920,97";"15,48";"27,2";"65,6";"7,19";3530508
"Mococa";"2012";"1284380,62";"179719,74";"371590,26";"814507,72";"98282,64";"129761,44";"13,99";"28,93";"63,42";"7,65";3530508
"Mococa";"2013";"1452100,64";"206669,7";"380070,28";"974047,8";"97982,56";"155523,09";"14,23";"26,17";"67,08";"6,75";3530508
"Mococa";"2014";"1520604,44";"216461,23";"357278,56";"1046928,67";"116397,22";"154590,53";"14,24";"23,5";"68,85";"7,65";3530508
"Mococa";"2015";"1621492,54";"242939,28";"328714,06";"1179382,1";"113396,39";"180571,03";"14,98";"20,27";"72,73";"6,99";3530508
"Mogi das Cruzes";"2011";"8681526,67";"921272,38";"3118229,31";"5402352,05";"160945,31";"1484832,72";"10,61";"35,92";"62,23";"1,85";3530607
"Mogi das Cruzes";"2012";"9510412,22";"1011670,84";"3114106,93";"6221588,35";"174716,94";"1636317,32";"10,64";"32,74";"65,42";"1,84";3530607
"Mogi das Cruzes";"2013";"10918074,56";"1198207,63";"3568508,23";"7077629,16";"271937,17";"1951792,77";"10,97";"32,68";"64,82";"2,49";3530607
"Mogi das Cruzes";"2014";"11570861,79";"1182511,73";"3400611,79";"7806434,16";"363815,85";"1796473,55";"10,22";"29,39";"67,47";"3,14";3530607
"Mogi das Cruzes";"2015";"12297472,53";"1348007,83";"3101633,58";"8826683,98";"369154,97";"1833503,77";"10,96";"25,22";"71,78";"3";3530607
"Mogi Guaçu";"2011";"3462058,96";"388310,08";"1398215,29";"1893925,76";"169917,92";"543148,98";"11,22";"40,39";"54,71";"4,91";3530706
"Mogi Guaçu";"2012";"3801312,69";"422934,04";"1541282,57";"2139669,56";"120360,56";"631131";"11,13";"40,55";"56,29";"3,17";3530706
"Mogi Guaçu";"2013";"4069341,2";"488998,35";"1436306,74";"2433399,13";"199635,34";"720800,1";"12,02";"35,3";"59,8";"4,91";3530706
"Mogi Guaçu";"2014";"4337668,75";"515296,18";"1506735,04";"2650050,37";"180883,35";"711329,92";"11,88";"34,74";"61,09";"4,17";3530706
"Mogi Guaçu";"2015";"4464982,64";"558489,11";"1480009,56";"2790928,18";"194044,9";"721019,43";"12,51";"33,15";"62,51";"4,35";3530706
"Mogi Mirim";"2011";"2550970,8";"268118,84";"948557,98";"1531143,22";"71269,61";"507250,73";"10,51";"37,18";"60,02";"2,79";
"Mogi Mirim";"2012";"10154328,57";"289507,35";"1234999,11";"8868935,49";"50393,97";"1773379,41";"2,85";"12,16";"87,34";"0,5";
"Mogi Mirim";"2013";"3006581,48";"333418,92";"955450,13";"1972315,72";"78815,63";"625704,37";"11,09";"31,78";"65,6";"2,62";
"Mogi Mirim";"2014";"3382561,66";"349875,52";"1001371,34";"2268696,9";"112493,42";"634846,43";"10,34";"29,6";"67,07";"3,33";
"Mogi Mirim";"2015";"3426872,94";"380823,04";"1000786,01";"2300404,74";"125682,2";"593398,69";"11,11";"29,2";"67,13";"3,67";
"Mombuca";"2011";"47284,43";"12227,66";"3841,94";"24886,25";"18556,23";"1902,25";"25,86";"8,13";"52,63";"39,24";3530904
"Mombuca";"2012";"53599,37";"13292,93";"4001,51";"27226,9";"22370,97";"1901,07";"24,8";"7,47";"50,8";"41,74";3530904
"Mombuca";"2013";"58476,89";"15291,45";"5504,78";"30423,41";"22548,69";"1756,59";"26,15";"9,41";"52,03";"38,56";3530904
"Mombuca";"2014";"54363,82";"15676,79";"5285,11";"31961,04";"17117,68";"2049,53";"28,84";"9,72";"58,79";"31,49";3530904
"Mombuca";"2015";"58667,02";"16453,15";"5316,95";"34798,41";"18551,65";"2790,97";"28,04";"9,06";"59,32";"31,62";3530904
"Mongaguá";"2011";"466583,82";"148404,79";"55855,09";"406081,75";"4646,99";"29549,7";"31,81";"11,97";"87,03";"1";3531100
"Mongaguá";"2012";"544284,63";"160535,53";"71277,61";"468196,13";"4810,89";"32547,4";"29,49";"13,1";"86,02";"0,88";3531100
"Mongaguá";"2013";"663994,41";"185362,42";"96449,1";"559462,12";"8083,19";"34539,48";"27,92";"14,53";"84,26";"1,22";3531100
"Mongaguá";"2014";"751134,46";"198249,89";"103461,62";"638728,02";"8944,81";"39742,17";"26,39";"13,77";"85,04";"1,19";3531100
"Mongaguá";"2015";"818953,92";"212327,65";"121287,33";"692261,75";"5404,84";"45782,63";"25,93";"14,81";"84,53";"0,66";3531100
"Monte Alegre do Sul";"2011";"137792,14";"21238,68";"50176,33";"66819,33";"20796,48";"13331,49";"15,41";"36,41";"48,49";"15,09";3531209
"Monte Alegre do Sul";"2012";"138678,73";"23444,5";"48470,75";"68398,28";"21809,7";"12969,13";"16,91";"34,95";"49,32";"15,73";3531209
"Monte Alegre do Sul";"2013";"140913,74";"26492,82";"34604,13";"75074,28";"31235,33";"10998,36";"18,8";"24,56";"53,28";"22,17";3531209
"Monte Alegre do Sul";"2014";"165416,25";"30107,58";"38098,51";"85180,75";"42136,99";"11042,39";"18,2";"23,03";"51,49";"25,47";3531209
"Monte Alegre do Sul";"2015";"171523,09";"31677,06";"39067,67";"89893,29";"42562,13";"11542,48";"18,47";"22,78";"52,41";"24,81";3531209
"Monte Alto";"2011";"960527,83";"121419,88";"299628,17";"586826,16";"74073,5";"153582,84";"12,64";"31,19";"61,09";"7,71";3531308
"Monte Alto";"2012";"1126570,63";"131203,72";"361348,75";"671678,54";"93543,34";"181603,07";"11,65";"32,08";"59,62";"8,3";3531308
"Monte Alto";"2013";"1253265,03";"148628,23";"378643,87";"765295,61";"109325,55";"190953,66";"11,86";"30,21";"61,06";"8,72";3531308
"Monte Alto";"2014";"1336178,31";"159082,37";"400020,26";"830186,5";"105971,56";"183876,28";"11,91";"29,94";"62,13";"7,93";3531308
"Monte Alto";"2015";"1412086,76";"170334,63";"386922,13";"895051,67";"130112,96";"203318,21";"12,06";"27,4";"63,39";"9,21";3531308
"Monte Aprazível";"2011";"416050,33";"59553,18";"109865,61";"236020,23";"70164,48";"37343,11";"14,31";"26,41";"56,73";"16,86";3531407
"Monte Aprazível";"2012";"476667,29";"65804,26";"127871,46";"275170,33";"73625,51";"42854,57";"13,81";"26,83";"57,73";"15,45";3531407
"Monte Aprazível";"2013";"532565,75";"77465,23";"141328,47";"320593,83";"70643,44";"47452,66";"14,55";"26,54";"60,2";"13,26";3531407
"Monte Aprazível";"2014";"556637,32";"80402,12";"149651,67";"348784,86";"58200,79";"46025,19";"14,44";"26,88";"62,66";"10,46";3531407
"Monte Aprazível";"2015";"526293,72";"85448,75";"145887,09";"329579,12";"50827,5";"39676,76";"16,24";"27,72";"62,62";"9,66";3531407
"Monte Azul Paulista";"2011";"258130,37";"51913,42";"30261,67";"198084,76";"29783,95";"18881,21";"20,11";"11,72";"76,74";"11,54";3531506
"Monte Azul Paulista";"2012";"301118,39";"57971,64";"35497,95";"242561,75";"23058,69";"21793,06";"19,25";"11,79";"80,55";"7,66";3531506
"Monte Azul Paulista";"2013";"328977,38";"65184,32";"39283,24";"270304,85";"19389,28";"23398,03";"19,81";"11,94";"82,17";"5,89";3531506
"Monte Azul Paulista";"2014";"369206,94";"67744,52";"45551,6";"299418,12";"24237,22";"28285,92";"18,35";"12,34";"81,1";"6,56";3531506
"Monte Azul Paulista";"2015";"407629,97";"73166,75";"42325,98";"347207,09";"18096,9";"41689,18";"17,95";"10,38";"85,18";"4,44";3531506
"Monte Castelo";"2011";"56855,12";"13893,64";"2727,39";"31682,32";"22445,41";"1778,39";"24,44";"4,8";"55,72";"39,48";3531605
"Monte Castelo";"2012";"66144,27";"15654,12";"3071,4";"38529,55";"24543,32";"2739,32";"23,67";"4,64";"58,25";"37,11";3531605
"Monte Castelo";"2013";"72205,14";"17262,76";"3130,68";"43390,78";"25683,68";"2653,33";"23,91";"4,34";"60,09";"35,57";3531605
"Monte Castelo";"2014";"68953,21";"18378,75";"2845,3";"45280,57";"20827,34";"2851,7";"26,65";"4,13";"65,67";"30,21";3531605
"Monte Castelo";"2015";"78468,12";"19806,05";"3348,74";"47501,14";"27618,24";"3733,26";"25,24";"4,27";"60,54";"35,2";3531605
"Monte Mor";"2011";"1829605,99";"131325,5";"1189247,65";"611783,15";"28575,18";"483362,61";"7,18";"65";"33,44";"1,56";3531803
"Monte Mor";"2012";"2072367,28";"149112,71";"1363666,57";"690364,7";"18336,01";"550398,48";"7,2";"65,8";"33,31";"0,88";3531803
"Monte Mor";"2013";"2226719,69";"179262,98";"1390231,03";"809661,46";"26827,2";"530937,76";"8,05";"62,43";"36,36";"1,2";3531803
"Monte Mor";"2014";"2421732,05";"206866,24";"1475410,36";"918909,8";"27411,89";"528516,09";"8,54";"60,92";"37,94";"1,13";3531803
"Monte Mor";"2015";"2395933,89";"226062,22";"1389034,77";"975427,63";"31471,5";"568774,78";"9,44";"57,97";"40,71";"1,31";3531803
"Monteiro Lobato";"2011";"36208,63";"12153,77";"4341,89";"29733,43";"2133,31";"2696,4";"33,57";"11,99";"82,12";"5,89";3531704
"Monteiro Lobato";"2012";"39944,99";"13393,01";"4464,28";"33001,77";"2478,94";"2678,11";"33,53";"11,18";"82,62";"6,21";3531704
"Monteiro Lobato";"2013";"48183,94";"16690,86";"5333,89";"40239,51";"2610,55";"2376,71";"34,64";"11,07";"83,51";"5,42";3531704
"Monteiro Lobato";"2014";"47828,95";"16628,92";"3404,47";"42031,34";"2393,14";"2555,65";"34,77";"7,12";"87,88";"5";3531704
"Monteiro Lobato";"2015";"51856,51";"18421,73";"4488,09";"44270,47";"3097,95";"2420,64";"35,52";"8,65";"85,37";"5,97";3531704
"Monções";"2011";"45775,26";"9224,63";"14926,63";"21264,83";"9583,81";"4378,41";"20,15";"32,61";"46,45";"20,94";3531001
"Monções";"2012";"67994,97";"10989,28";"29800,85";"28779,69";"9414,43";"7605,87";"16,16";"43,83";"42,33";"13,85";3531001
"Monções";"2013";"52353,55";"13222,69";"15415,02";"28487,48";"8451,05";"4578,22";"25,26";"29,44";"54,41";"16,14";3531001
"Monções";"2014";"62099,96";"14087,34";"16945,94";"32092,3";"13061,72";"4367,47";"22,68";"27,29";"51,68";"21,03";3531001
"Monções";"2015";"66716,03";"14962,97";"16670,58";"34189,18";"15856,28";"5226,68";"22,43";"24,99";"51,25";"23,77";3531001
"Morro Agudo";"2011";"756100,11";"87305,19";"221300,13";"344443,8";"190356,19";"60687,75";"11,55";"29,27";"45,56";"25,18";3531902
"Morro Agudo";"2012";"856663,59";"93566,03";"246530,71";"385010,99";"225121,89";"59903,47";"10,92";"28,78";"44,94";"26,28";3531902
"Morro Agudo";"2013";"946259,11";"118272,77";"246773,79";"470268,8";"229216,52";"69627,24";"12,5";"26,08";"49,7";"24,22";3531902
"Morro Agudo";"2014";"923923,58";"115340,25";"256318,86";"492727,32";"174877,4";"70935,08";"12,48";"27,74";"53,33";"18,93";3531902
"Morro Agudo";"2015";"980772,21";"124177,76";"267221,1";"543897,85";"169653,26";"81545,48";"12,66";"27,25";"55,46";"17,3";3531902
"Morungaba";"2011";"293227,11";"32211,06";"151121,24";"128224,11";"13881,76";"59296,9";"10,99";"51,54";"43,73";"4,73";3532009
"Morungaba";"2012";"316155,17";"36320,72";"157204,08";"141706,53";"17244,57";"58354,73";"11,49";"49,72";"44,82";"5,45";3532009
"Morungaba";"2013";"341783,37";"41744,43";"164292,27";"157123,05";"20368,05";"69471,67";"12,21";"48,07";"45,97";"5,96";3532009
"Morungaba";"2014";"363312,51";"44467,17";"169450,49";"176702,02";"17160,01";"67627,3";"12,24";"46,64";"48,64";"4,72";3532009
"Morungaba";"2015";"330525,65";"47950,14";"138539,77";"172861,9";"19123,99";"64401,18";"14,51";"41,91";"52,3";"5,79";3532009
"Motuca";"2011";"71214,01";"14450,44";"7793,36";"31231,77";"32188,87";"1844,47";"20,29";"10,94";"43,86";"45,2";3532058
"Motuca";"2012";"60961,6";"15282,33";"4362,62";"32348,87";"24250,11";"1959,73";"25,07";"7,16";"53,06";"39,78";3532058
"Motuca";"2013";"64942,34";"17468,18";"4832,32";"36734,46";"23375,57";"1673,65";"26,9";"7,44";"56,56";"35,99";3532058
"Motuca";"2014";"63762,67";"18352,61";"4292,95";"37696,34";"21773,38";"1633,87";"28,78";"6,73";"59,12";"34,15";3532058
"Motuca";"2015";"68617,02";"20062,6";"4848,36";"38690,83";"25077,83";"1925,45";"29,24";"7,07";"56,39";"36,55";3532058
"Murutinga do Sul";"2011";"44448";"13392,67";"1550,63";"27829,31";"15068,07";"1541,37";"30,13";"3,49";"62,61";"33,9";3532108
"Murutinga do Sul";"2012";"47490,75";"14595,7";"1501,07";"31600,48";"14389,21";"1780,3";"30,73";"3,16";"66,54";"30,3";3532108
"Murutinga do Sul";"2013";"50813,57";"16783,2";"1567,18";"33193,06";"16053,33";"1696,35";"33,03";"3,08";"65,32";"31,59";3532108
"Murutinga do Sul";"2014";"49798,77";"17945,54";"2582,13";"35770,22";"11446,42";"1852,01";"36,04";"5,19";"71,83";"22,99";3532108
"Murutinga do Sul";"2015";"51660,66";"19741,35";"1594,35";"38439,45";"11626,86";"2235,92";"38,21";"3,09";"74,41";"22,51";3532108
"Nantes";"2011";"59012,04";"10234,11";"2140,4";"28257,21";"28614,43";"-171,31";"17,34";"3,63";"47,88";"48,49";3532157
"Nantes";"2012";"70830,1";"12235,22";"2485,36";"33726,86";"34617,88";"279,65";"17,27";"3,51";"47,62";"48,87";3532157
"Nantes";"2013";"59982,09";"13928,88";"1915,26";"36230,18";"21836,65";"798,39";"23,22";"3,19";"60,4";"36,41";3532157
"Nantes";"2014";"57691,46";"14985,52";"1634,52";"37819,87";"18237,07";"805,46";"25,98";"2,83";"65,56";"31,61";3532157
"Nantes";"2015";"84239,56";"16455,19";"2286";"55484,89";"26468,67";"5860";"19,53";"2,71";"65,87";"31,42";3532157
"Narandiba";"2011";"150020,97";"16456,01";"16637,89";"73198,25";"60184,83";"6083,51";"10,97";"11,09";"48,79";"40,12";3532207
"Narandiba";"2012";"152201,59";"19601,36";"21437,88";"69418,03";"61345,68";"6377,07";"12,88";"14,09";"45,61";"40,31";3532207
"Narandiba";"2013";"158721,57";"22886,09";"26420,98";"76656,14";"55644,45";"7006,97";"14,42";"16,65";"48,3";"35,06";3532207
"Narandiba";"2014";"147732,19";"25310,04";"27063,36";"81176,63";"39492,2";"7081,42";"17,13";"18,32";"54,95";"26,73";3532207
"Narandiba";"2015";"188911,64";"24537,02";"21006,9";"123823,02";"44081,72";"19768,86";"12,99";"11,12";"65,55";"23,33";3532207
"Natividade da Serra";"2011";"48240,5";"19294,13";"3357,64";"40055,59";"4827,27";"1581,1";"40";"6,96";"83,03";"10,01";3532306
"Natividade da Serra";"2012";"46257,52";"20843,76";"2519,77";"37816,24";"5921,51";"2240,54";"45,06";"5,45";"81,75";"12,8";3532306
"Natividade da Serra";"2013";"52161,99";"23279,01";"2998,54";"43074,75";"6088,7";"1923,45";"44,63";"5,75";"82,58";"11,67";3532306
"Natividade da Serra";"2014";"64271,54";"25733,92";"3647,69";"48047,33";"12576,52";"2098,46";"40,04";"5,68";"74,76";"19,57";3532306
"Natividade da Serra";"2015";"61359,82";"28408,4";"4148,47";"50802,06";"6409,29";"2390,91";"46,3";"6,76";"82,79";"10,45";3532306
"Nazaré Paulista";"2011";"190040,21";"41368,79";"56945,99";"115018,63";"18075,59";"25092,93";"21,77";"29,97";"60,52";"9,51";3532405
"Nazaré Paulista";"2012";"211688,01";"46788,55";"66514,8";"129961,67";"15211,54";"29272,14";"22,1";"31,42";"61,39";"7,19";3532405
"Nazaré Paulista";"2013";"254363,94";"55597,38";"79243,1";"155828,83";"19292,01";"34844,06";"21,86";"31,15";"61,26";"7,58";3532405
"Nazaré Paulista";"2014";"269529,87";"58925,11";"77340,69";"175188,2";"17000,98";"42523,14";"21,86";"28,69";"65";"6,31";3532405
"Nazaré Paulista";"2015";"276237,21";"64550,12";"71041,97";"187689,64";"17505,6";"37477,08";"23,37";"25,72";"67,95";"6,34";3532405
"Neves Paulista";"2011";"143300,23";"22327,39";"35415,64";"69122,21";"38762,38";"10180,56";"15,58";"24,71";"48,24";"27,05";3532504
"Neves Paulista";"2012";"132116,23";"24431,9";"26316,63";"76625,02";"29174,57";"9982,54";"18,49";"19,92";"58";"22,08";3532504
"Neves Paulista";"2013";"139198,94";"28259,92";"30553,37";"82806";"25839,56";"11014,05";"20,3";"21,95";"59,49";"18,56";3532504
"Neves Paulista";"2014";"144587,16";"29764,81";"28963,8";"95769,34";"19854,02";"11321,36";"20,59";"20,03";"66,24";"13,73";3532504
"Neves Paulista";"2015";"149916,08";"32510,27";"29745,08";"94667,8";"25503,19";"12223,96";"21,69";"19,84";"63,15";"17,01";3532504
"Nhandeara";"2011";"202547,74";"27317,04";"22094,99";"124613,85";"55838,91";"12895,66";"13,49";"10,91";"61,52";"27,57";3532603
"Nhandeara";"2012";"220909,43";"29373,47";"26968,29";"133950,67";"59990,47";"14723,28";"13,3";"12,21";"60,64";"27,16";3532603
"Nhandeara";"2013";"229307,48";"33780,86";"27761,44";"151446,87";"50099,17";"15218,17";"14,73";"12,11";"66,05";"21,85";3532603
"Nhandeara";"2014";"236672,31";"36356,38";"30575,68";"168771,21";"37325,42";"15050,57";"15,36";"12,92";"71,31";"15,77";3532603
"Nhandeara";"2015";"242327,51";"39968,7";"35907,91";"165157,39";"41262,21";"14186,45";"16,49";"14,82";"68,15";"17,03";3532603
"Nipoã";"2011";"70679,27";"12074,31";"12383,59";"35513,27";"22782,41";"3808,24";"17,08";"17,52";"50,25";"32,23";3532702
"Nipoã";"2012";"70930,54";"14969,82";"8487,74";"42814,93";"19627,87";"3479,73";"21,1";"11,97";"60,36";"27,67";3532702
"Nipoã";"2013";"70840,95";"16523,24";"10469,47";"44563,52";"15807,97";"5753,32";"23,32";"14,78";"62,91";"22,31";3532702
"Nipoã";"2014";"78715,5";"17856,08";"14437,7";"49554,59";"14723,21";"4443,03";"22,68";"18,34";"62,95";"18,7";3532702
"Nipoã";"2015";"71594,49";"19362,36";"10598,14";"49308,42";"11687,93";"3506,91";"27,04";"14,8";"68,87";"16,33";3532702
"Nova Aliança";"2011";"75117,94";"17006,31";"7532,29";"40588,37";"26997,28";"3474,96";"22,64";"10,03";"54,03";"35,94";3532801
"Nova Aliança";"2012";"78758,49";"19385,55";"7968,39";"44376,68";"26413,42";"3464,61";"24,61";"10,12";"56,35";"33,54";3532801
"Nova Aliança";"2013";"85676,78";"22638,63";"7093,72";"51642,87";"26940,19";"3349,56";"26,42";"8,28";"60,28";"31,44";3532801
"Nova Aliança";"2014";"86653,92";"24142,02";"7852,5";"56448,86";"22352,56";"3835,39";"27,86";"9,06";"65,14";"25,8";3532801
"Nova Aliança";"2015";"89811,01";"25868,88";"7007,15";"61146,29";"21657,57";"3701,64";"28,8";"7,8";"68,08";"24,11";3532801
"Nova Campina";"2011";"284218,99";"25398,62";"157605,47";"75112,89";"51500,64";"20576,2";"8,94";"55,45";"26,43";"18,12";3532827
"Nova Campina";"2012";"278630,23";"27090,22";"168653,04";"76160,12";"33817,06";"22184,37";"9,72";"60,53";"27,33";"12,14";3532827
"Nova Campina";"2013";"321550,48";"33073,05";"124118,17";"84896,11";"112536,2";"18242,63";"10,29";"38,6";"26,4";"35";3532827
"Nova Campina";"2014";"328622,65";"35292,42";"131909,11";"92114,25";"104599,29";"20158,86";"10,74";"40,14";"28,03";"31,83";3532827
"Nova Campina";"2015";"297099,76";"36982,99";"122815,43";"93233,64";"81050,7";"20741,18";"12,45";"41,34";"31,38";"27,28";3532827
"Nova Canaã Paulista";"2011";"24079,11";"8273,11";"1188,63";"13081,38";"9809,1";"212,7";"34,36";"4,94";"54,33";"40,74";3532843
